gene_id,gene_name,start,end,seqname
ENSG00000176978.15,DPP7,137110542,137118309,chr9
ENSG00000176884.17,GRIN1,137138346,137168756,chr9
ENSG00000184709.7,LRRC26,137168758,137170051,chr9
ENSG00000261793.1,ENSG00000261793,137168854,137171984,chr9
ENSG00000185863.8,TMEM210,137170858,137172056,chr9
ENSG00000176248.9,ANAPC2,137174784,137188560,chr9
ENSG00000176101.12,SSNA1,137188660,137190370,chr9
ENSG00000176058.13,TPRN,137191617,137204193,chr9
ENSG00000187713.7,TMEM203,137204082,137205648,chr9
ENSG00000188566.15,NDOR1,137205685,137219361,chr9
ENSG00000284976.2,ENSG00000284976,137217494,137219361,chr9
ENSG00000212864.4,RNF208,137220247,137222240,chr9
ENSG00000197191.7,CYSRT1,137225174,137226315,chr9
ENSG00000233198.4,RNF224,137227502,137229640,chr9
ENSG00000198569.10,SLC34A3,137230757,137236555,chr9
ENSG00000188229.6,TUBB4B,137241287,137243707,chr9
ENSG00000188163.8,FAM166A,137243584,137247770,chr9
ENSG00000197768.11,STPG3,137251261,137253483,chr9
ENSG00000188986.9,NELFB,137255327,137273542,chr9
ENSG00000198113.3,TOR4A,137277726,137282641,chr9
ENSG00000198435.4,NRARP,137299631,137302271,chr9
ENSG00000187609.16,EXD3,137306896,137423211,chr9
ENSG00000188747.9,NOXA1,137423350,137434406,chr9
ENSG00000188833.10,ENTPD8,137434364,137441816,chr9
ENSG00000165802.23,NSMF,137447570,137459334,chr9
ENSG00000130653.16,PNPLA7,137459952,137550402,chr9
ENSG00000182154.8,MRPL41,137551879,137552555,chr9
ENSG00000148399.13,DPH7,137554444,137578925,chr9
ENSG00000165724.6,ZMYND19,137582081,137590512,chr9
ENSG00000197070.14,ARRDC1,137605685,137615360,chr9
ENSG00000181090.21,EHMT1,137618992,137870016,chr9
ENSG00000148408.14,CACNA1B,137877782,138124624,chr9
ENSG00000261456.6,TUBB8,46888,74163,chr10
ENSG00000015171.21,ZMYND11,130088,254637,chr10
ENSG00000151240.18,DIP2C,274201,689668,chr10
ENSG00000107929.16,LARP4B,806933,931821,chr10
ENSG00000107937.19,GTPBP4,988434,1019932,chr10
ENSG00000148377.6,IDI2,1018910,1025859,chr10
ENSG00000067064.13,IDI1,1039152,1049119,chr10
ENSG00000047056.18,WDR37,1049538,1160991,chr10
ENSG00000185736.16,ADARB2,1177313,1737525,chr10
ENSG00000067057.19,PFKP,3066333,3137718,chr10
ENSG00000107959.17,PITRM1,3137728,3172841,chr10
ENSG00000067082.15,KLF6,3775996,3785281,chr10
ENSG00000165568.18,AKR1E2,4786629,4848062,chr10
ENSG00000187134.14,AKR1C1,4963253,4983283,chr10
ENSG00000151632.18,AKR1C2,4987775,5018031,chr10
ENSG00000196139.14,AKR1C3,5035354,5107686,chr10
ENSG00000264006.9,AKR1C8,5153920,5185187,chr10
ENSG00000198610.11,AKR1C4,5195462,5218949,chr10
ENSG00000178473.7,UCN3,5364966,5374692,chr10
ENSG00000178462.12,TUBAL3,5393101,5404828,chr10
ENSG00000173848.19,NET1,5412557,5459056,chr10
ENSG00000178372.8,CALML5,5498697,5499570,chr10
ENSG00000178363.5,CALML3,5524961,5526771,chr10
ENSG00000196372.13,ASB13,5638867,5666595,chr10
ENSG00000108021.22,TASOR2,5684731,5763779,chr10
ENSG00000057608.17,GDI2,5765223,5842132,chr10
ENSG00000134461.16,ANKRD16,5861616,5889906,chr10
ENSG00000134452.20,FBH1,5890203,5937594,chr10
ENSG00000134470.21,IL15RA,5943639,5978187,chr10
ENSG00000134460.19,IL2RA,6010689,6062370,chr10
ENSG00000134453.16,RBM17,6089034,6117457,chr10
ENSG00000170525.21,PFKFB3,6144934,6254644,chr10
ENSG00000065675.16,PRKCQ,6427143,6580301,chr10
ENSG00000198879.13,SFMBT2,7158624,7411488,chr10
ENSG00000123243.15,ITIH5,7559270,7666998,chr10
ENSG00000151655.19,ITIH2,7703316,7749520,chr10
ENSG00000151657.12,KIN,7750962,7787993,chr10
ENSG00000165629.20,ATP5F1C,7788147,7807815,chr10
ENSG00000165632.9,TAF3,7818497,8016631,chr10
ENSG00000107485.18,GATA3,8045378,8075198,chr10
ENSG00000048740.19,CELF2,10798397,11336675,chr10
ENSG00000148429.15,USP6NL,11460510,11611666,chr10
ENSG00000134463.15,ECHDC3,11742366,11764070,chr10
ENSG00000148426.14,PROSER2,11823339,11872277,chr10
ENSG00000151461.20,UPF2,11920022,12043170,chr10
ENSG00000181192.12,DHTKD1,12068954,12123221,chr10
ENSG00000065665.21,SEC61A2,12129637,12169961,chr10
ENSG00000165609.14,NUDT5,12165330,12195891,chr10
ENSG00000151465.14,CDC123,12195965,12250589,chr10
ENSG00000183049.14,CAMK1D,12349547,12835545,chr10
ENSG00000151468.11,CCDC3,12896625,13099652,chr10
ENSG00000123240.17,OPTN,13099449,13138308,chr10
ENSG00000065328.17,MCM10,13161558,13211110,chr10
ENSG00000165623.10,UCMA,13221766,13234374,chr10
ENSG00000107537.14,PHYH,13277796,13302412,chr10
ENSG00000086475.15,SEPHS1,13317428,13348298,chr10
ENSG00000165626.19,BEND7,13438484,13529014,chr10
ENSG00000165630.15,PRPF18,13586939,13668445,chr10
ENSG00000151474.23,FRMD4A,13643706,14462142,chr10
ENSG00000065809.14,FAM107B,14518557,14774897,chr10
ENSG00000185267.10,CDNF,14819245,14838575,chr10
ENSG00000284024.4,MSANTD7,14838302,14846999,chr10
ENSG00000187522.16,HSPA14,14838306,14871741,chr10
ENSG00000152455.16,SUV39H2,14878820,14904315,chr10
ENSG00000152457.19,DCLRE1C,14897359,14954432,chr10
ENSG00000197889.10,MEIG1,14959388,14988050,chr10
ENSG00000152463.15,OLAH,15032227,15073853,chr10
ENSG00000176244.7,ACBD7,15075475,15088776,chr10
ENSG00000152464.15,RPP38,15097180,15139818,chr10
ENSG00000152465.18,NMT2,15102584,15168693,chr10
ENSG00000148468.17,FAM171A1,15211643,15371289,chr10
ENSG00000077943.8,ITGA8,15513954,15719922,chr10
ENSG00000148481.14,MINDY3,15778170,15860507,chr10
ENSG00000165983.15,PTER,16436943,16513745,chr10
ENSG00000165985.11,C1QL3,16513734,16521879,chr10
ENSG00000148484.18,RSU1,16590611,16817463,chr10
ENSG00000107611.16,CUBN,16823966,17129811,chr10
ENSG00000107614.22,TRDMT1,17137336,17202054,chr10
ENSG00000026025.16,VIM,17228241,17237593,chr10
ENSG00000148488.17,ST8SIA6,17315421,17454595,chr10
ENSG00000165996.14,HACD1,17589032,17617374,chr10
ENSG00000136738.15,STAM,17644151,17716824,chr10
ENSG00000148483.9,TMEM236,17752201,17800868,chr10
ENSG00000260314.3,MRC1,17809348,17911164,chr10
ENSG00000148482.12,SLC39A12,17951839,18043292,chr10
ENSG00000165995.24,CACNB2,18140424,18543557,chr10
ENSG00000241058.4,NSUN6,18545561,18659285,chr10
ENSG00000165997.5,ARL5B,18659431,18681639,chr10
ENSG00000204740.11,MALRD1,19048801,19790401,chr10
ENSG00000120594.17,PLXDC2,19816239,20289856,chr10
ENSG00000078114.19,NEBL,20779973,21293011,chr10
ENSG00000180592.17,SKIDA1,21513475,21526368,chr10
ENSG00000078403.17,MLLT10,21524646,21743630,chr10
ENSG00000136770.11,DNAJC1,21756548,22003769,chr10
ENSG00000223601.3,EBLN1,22208475,22218015,chr10
ENSG00000148444.16,COMMD3,22316386,22320306,chr10
ENSG00000269897.5,COMMD3-BMI1,22316388,22329542,chr10
ENSG00000168283.14,BMI1,22321099,22331484,chr10
ENSG00000077327.16,SPAG6,22345445,22454224,chr10
ENSG00000150867.14,PIP4K2A,22534854,22714578,chr10
ENSG00000165309.14,ARMC3,22928024,23038523,chr10
ENSG00000148450.13,MSRB2,23095579,23122013,chr10
ENSG00000168267.7,PTF1A,23192312,23194245,chr10
ENSG00000179133.15,C10orf67,23202696,23344845,chr10
ENSG00000165312.7,OTUD1,23439075,23442377,chr10
ENSG00000120549.19,KIAA1217,23694746,24547848,chr10
ENSG00000107863.20,ARHGAP21,24583609,24723887,chr10
ENSG00000099256.19,PRTFDC1,24848614,24952606,chr10
ENSG00000151023.17,ENKUR,24981979,25062279,chr10
ENSG00000185875.13,THNSL1,25016612,25026664,chr10
ENSG00000151025.11,GPR158,25174802,25602229,chr10
ENSG00000095777.17,MYO3A,25934229,26212532,chr10
ENSG00000136750.13,GAD2,26216665,26304558,chr10
ENSG00000077420.16,APBB1IP,26438341,26567803,chr10
ENSG00000148459.16,PDSS1,26697701,26746798,chr10
ENSG00000136754.18,ABI1,26746593,26861087,chr10
ENSG00000107890.17,ANKRD26,26973793,27100494,chr10
ENSG00000136758.20,YME1L1,27110111,27155266,chr10
ENSG00000120539.15,MASTL,27154824,27187953,chr10
ENSG00000107897.20,ACBD5,27168135,27243046,chr10
ENSG00000182077.12,PTCHD3,27397121,27414368,chr10
ENSG00000099246.18,RAB18,27504174,27543207,chr10
ENSG00000150051.14,MKX,27672874,27746060,chr10
ENSG00000169126.16,ODAD2,27775186,27999079,chr10
ENSG00000150054.19,MPP7,28050993,28334486,chr10
ENSG00000095787.26,WAC,28532493,28623112,chr10
ENSG00000095739.11,BAMBI,28677510,28682932,chr10
ENSG00000120563.10,LYZL1,29289061,29318328,chr10
ENSG00000197321.16,SVIL,29457338,29736959,chr10
ENSG00000165757.9,JCAD,30012803,30115494,chr10
ENSG00000107951.15,MTPAP,30309801,30374448,chr10
ENSG00000107968.10,MAP3K8,30434021,30461833,chr10
ENSG00000151033.10,LYZL2,30611779,30629762,chr10
ENSG00000183621.15,ZNF438,30820207,31031937,chr10
ENSG00000148516.23,ZEB1,31318495,31529814,chr10
ENSG00000165322.18,ARHGAP12,31805398,31928876,chr10
ENSG00000170759.11,KIF5B,32009015,32056425,chr10
ENSG00000120616.16,EPC1,32267751,32378798,chr10
ENSG00000216937.14,CCDC7,32446140,32882874,chr10
ENSG00000150093.20,ITGB1,32887273,33005792,chr10
ENSG00000099250.18,NRP1,33177492,33336262,chr10
ENSG00000148498.17,PARD3,34109560,34815325,chr10
ENSG00000108094.17,CUL2,35008504,35127006,chr10
ENSG00000095794.21,CREM,35126791,35212958,chr10
ENSG00000108100.18,CCNY,35247025,35572669,chr10
ENSG00000177291.4,GJD4,35605341,35608935,chr10
ENSG00000177283.8,FZD8,35638247,35642296,chr10
ENSG00000148513.20,ANKRD30A,37125598,37232567,chr10
ENSG00000198105.16,ZNF248,37776526,37858106,chr10
ENSG00000175395.16,ZNF25,37949573,37976647,chr10
ENSG00000189180.16,ZNF33A,38010650,38065088,chr10
ENSG00000075407.19,ZNF37A,38094334,38150293,chr10
ENSG00000283930.1,PLD5P1,38094368,38360098,chr10
ENSG00000196693.15,ZNF33B,42574185,42638570,chr10
ENSG00000165733.8,BMS1,42782795,42834937,chr10
ENSG00000165731.21,RET,43077064,43130351,chr10
ENSG00000169826.8,CSGALNACT2,43138445,43185302,chr10
ENSG00000198915.12,RASGEF1A,43194535,43267065,chr10
ENSG00000150201.15,FXYD4,43371636,43376335,chr10
ENSG00000169813.17,HNRNPF,43385617,43409186,chr10
ENSG00000243660.12,ZNF487,43436841,43483181,chr10
ENSG00000196793.14,ZNF239,43556344,43574618,chr10
ENSG00000198298.13,ZNF485,43606419,43617904,chr10
ENSG00000169740.14,ZNF32,43643860,43648881,chr10
ENSG00000107562.18,CXCL12,44370165,44386493,chr10
ENSG00000187783.12,TMEM72,44911316,44937010,chr10
ENSG00000107551.21,RASSF4,44959407,44995891,chr10
ENSG00000165507.9,DEPP1,44970981,44978809,chr10
ENSG00000165512.5,ZNF22,45000923,45005326,chr10
ENSG00000256574.8,OR13A1,45302298,45315608,chr10
ENSG00000012779.12,ALOX5,45374176,45446119,chr10
ENSG00000165406.16,MARCHF8,45454585,45594906,chr10
ENSG00000172671.20,ZFAND4,45615500,45672780,chr10
ENSG00000172661.20,WASHC2C,45727200,45792964,chr10
ENSG00000188234.15,AGAP4,45825594,45853875,chr10
ENSG00000265354.4,TIMM23,45972489,46003742,chr10
ENSG00000266412.6,NCOA4,46005088,46030623,chr10
ENSG00000263639.7,MSMB,46033307,46048180,chr10
ENSG00000274209.6,ANTXRL,46286345,46330207,chr10
ENSG00000264230.9,ANXA8L1,46375627,46391784,chr10
ENSG00000204174.8,NPY4R,46461099,46465958,chr10
ENSG00000204175.6,GPRIN2,46541736,46556658,chr10
ENSG00000204176.14,SYT15,46578217,46594173,chr10
ENSG00000204179.11,PTPN20,46911396,47002488,chr10
ENSG00000266524.3,GDF10,47300197,47313577,chr10
ENSG00000263761.3,GDF2,47322454,47327588,chr10
ENSG00000265203.2,RBP3,47348363,47357881,chr10
ENSG00000265763.4,ZNF488,47365496,47384293,chr10
ENSG00000265190.7,ANXA8,47460162,47484158,chr10
ENSG00000189090.8,FAM25G,47487219,47491700,chr10
ENSG00000204172.12,AGAP9,47501854,47523638,chr10
ENSG00000277758.6,SYT15B,47744717,47763592,chr10
ENSG00000264717.6,NPY4R2,47918662,47923524,chr10
ENSG00000276430.3,FAM25C,47995322,47999791,chr10
ENSG00000170324.21,FRMPD2,48153088,48274696,chr10
ENSG00000107643.17,MAPK8,48306639,48439360,chr10
ENSG00000128805.15,ARHGAP22,48446036,48656265,chr10
ENSG00000128815.20,WDFY4,48684873,48982956,chr10
ENSG00000165383.12,LRRC18,48909480,48939840,chr10
ENSG00000165633.13,VSTM4,49014236,49115522,chr10
ENSG00000172538.7,FAM170B,49131154,49134021,chr10
ENSG00000204161.15,TMEM273,49154725,49188585,chr10
ENSG00000177354.12,C10orf71,49299170,49327492,chr10
ENSG00000165606.10,DRGX,49364066,49396089,chr10
ENSG00000225830.16,ERCC6,49454168,49539538,chr10
ENSG00000070748.19,CHAT,49609095,49667942,chr10
ENSG00000187714.7,SLC18A3,49610310,49612720,chr10
ENSG00000178645.14,C10orf53,49679651,49710261,chr10
ENSG00000197444.10,OGDHL,49734641,49762379,chr10
ENSG00000227345.9,PARG,49818279,49970203,chr10
ENSG00000204152.14,TIMM23B,49942049,49974850,chr10
ENSG00000178440.9,TIMM23B-AGAP6,49942056,50011654,chr10
ENSG00000204149.16,AGAP6,49982190,50011654,chr10
ENSG00000099290.17,WASHC2A,50067888,50133509,chr10
ENSG00000188611.17,ASAH2,50182778,50279720,chr10
ENSG00000198964.14,SGMS1,50305586,50625163,chr10
ENSG00000204147.11,ASAH2B,50739318,50816495,chr10
ENSG00000148584.16,A1CF,50799409,50885675,chr10
ENSG00000185532.20,PRKG1,50990888,52298423,chr10
ENSG00000177613.9,CSTF2T,51695486,51699595,chr10
ENSG00000107984.10,DKK1,52314281,52318042,chr10
ENSG00000165471.7,MBL2,52765380,52772784,chr10
ENSG00000150275.20,PCDH15,53802771,55627942,chr10
ENSG00000122952.17,ZWINT,56357227,56361273,chr10
ENSG00000151151.6,IPMK,58191517,58267894,chr10
ENSG00000122873.12,CISD1,58269162,58289586,chr10
ENSG00000072401.15,UBE2D1,58334979,58370751,chr10
ENSG00000108064.11,TFAM,58385345,58399220,chr10
ENSG00000122870.12,BICC1,58512872,58831435,chr10
ENSG00000165443.12,PHYHIPL,59176643,59247774,chr10
ENSG00000148541.13,FAM13C,59246130,59363181,chr10
ENSG00000165449.12,SLC16A9,59650764,59736002,chr10
ENSG00000227877.7,MRLN,59736692,59756041,chr10
ENSG00000108091.11,CCDC6,59788747,59906556,chr10
ENSG00000151150.22,ANK3,60026298,60733490,chr10
ENSG00000170312.17,CDK1,60778331,60794852,chr10
ENSG00000072422.17,RHOBTB1,60869438,61001440,chr10
ENSG00000196932.12,TMEM26,61406642,61453381,chr10
ENSG00000183346.9,CABCOCO1,61662929,61766766,chr10
ENSG00000150347.17,ARID5B,61901684,62096944,chr10
ENSG00000182010.11,RTKN2,62183035,62268844,chr10
ENSG00000138311.18,ZNF365,62374192,62480288,chr10
ENSG00000285837.1,ENSG00000285837,62374192,62672011,chr10
ENSG00000181915.6,ADO,62804720,62808479,chr10
ENSG00000122877.18,EGR2,62811996,62819167,chr10
ENSG00000148572.16,NRBF2,63133247,63155031,chr10
ENSG00000171988.20,JMJD1C,63167221,63521850,chr10
ENSG00000165476.14,REEP3,63521401,63625128,chr10
ENSG00000183230.18,CTNNA3,65912457,67763637,chr10
ENSG00000198739.11,LRRTM3,66926036,67101551,chr10
ENSG00000289325.1,ENSG00000289325,66926308,66926346,chr10
ENSG00000108176.15,DNAJC12,67796669,67838188,chr10
ENSG00000096717.12,SIRT1,67884656,67918390,chr10
ENSG00000148634.16,HERC4,67921899,68075301,chr10
ENSG00000138347.17,MYPN,68087897,68212017,chr10
ENSG00000179774.9,ATOH7,68230595,68232113,chr10
ENSG00000108187.16,PBLD,68282660,68333049,chr10
ENSG00000096746.18,HNRNPH3,68331174,68343193,chr10
ENSG00000204130.14,RUFY2,68341107,68407294,chr10
ENSG00000138346.16,DNA2,68414064,68472121,chr10
ENSG00000122912.15,SLC25A16,68477998,68527523,chr10
ENSG00000138336.9,TET1,68560337,68694487,chr10
ENSG00000060339.14,CCAR1,68721012,68792377,chr10
ENSG00000165730.16,STOX1,68827531,68895432,chr10
ENSG00000107625.14,DDX50,68901286,68946847,chr10
ENSG00000165732.14,DDX21,68956135,68985068,chr10
ENSG00000198954.9,KIFBP,68988803,69043544,chr10
ENSG00000122862.5,SRGN,69088103,69104805,chr10
ENSG00000122958.15,VPS26A,69123512,69174412,chr10
ENSG00000156502.14,SUPV3L1,69180234,69209099,chr10
ENSG00000156510.13,HKDC1,69220332,69267552,chr10
ENSG00000156515.25,HK1,69269984,69401884,chr10
ENSG00000075073.16,TACR2,69403903,69416918,chr10
ENSG00000099282.10,TSPAN15,69451465,69507666,chr10
ENSG00000122859.5,NEUROG3,69571698,69573422,chr10
ENSG00000171224.9,FAM241B,69630247,69633596,chr10
ENSG00000197467.17,COL13A1,69801880,69964275,chr10
ENSG00000099284.15,MACROH2A2,70052544,70112282,chr10
ENSG00000042286.15,AIFM2,70098223,70132934,chr10
ENSG00000156521.14,TYSND1,70137981,70146700,chr10
ENSG00000079332.16,SAR1A,70147289,70170523,chr10
ENSG00000180817.12,PPA1,70202835,70233911,chr10
ENSG00000148734.8,NPFFR1,70247329,70284004,chr10
ENSG00000172731.15,LRRC20,70298970,70382650,chr10
ENSG00000148730.7,EIF4EBP2,70404145,70428618,chr10
ENSG00000156574.10,NODAL,70431936,70447951,chr10
ENSG00000107719.10,PALD1,70478767,70668754,chr10
ENSG00000180644.8,PRF1,70597348,70602759,chr10
ENSG00000138316.11,ADAMTS14,70672506,70762441,chr10
ENSG00000166220.14,TBATA,70771238,70785401,chr10
ENSG00000166224.18,SGPL1,70815905,70895816,chr10
ENSG00000166228.9,PCBD1,70882280,70888565,chr10
ENSG00000107731.12,UNC5B,71212570,71302864,chr10
ENSG00000198246.10,SLC29A3,71319259,71381423,chr10
ENSG00000107736.22,CDH23,71396920,71815947,chr10
ENSG00000214688.6,C10orf105,71711701,71737824,chr10
ENSG00000107738.20,VSIR,71747556,71773520,chr10
ENSG00000197746.15,PSAP,71816298,71851251,chr10
ENSG00000122863.6,CHST3,71964395,72013558,chr10
ENSG00000107742.14,SPOCK2,72059034,72089032,chr10
ENSG00000138303.19,ASCC1,72096032,72217134,chr10
ENSG00000166295.9,ANAPC16,72216000,72235860,chr10
ENSG00000168209.6,DDIT4,72273919,72276036,chr10
ENSG00000148719.16,DNAJB12,72332830,72355149,chr10
ENSG00000107745.20,MICU1,72367340,72626131,chr10
ENSG00000156026.15,MCU,72692143,72887694,chr10
ENSG00000138315.13,OIT3,72893584,72933036,chr10
ENSG00000138308.6,PLA2G12B,72934762,72954806,chr10
ENSG00000122884.13,P4HA1,73007217,73096974,chr10
ENSG00000166321.14,NUDT13,73110375,73131828,chr10
ENSG00000122882.11,ECD,73130155,73169055,chr10
ENSG00000138286.15,FAM149B1,73168119,73244504,chr10
ENSG00000213551.7,DNAJC9,73183362,73247255,chr10
ENSG00000182180.14,MRPS16,73248843,73252693,chr10
ENSG00000156042.19,CFAP70,73253762,73358864,chr10
ENSG00000138279.16,ANXA7,73375101,73414076,chr10
ENSG00000166343.10,MSS51,73423579,73433561,chr10
ENSG00000107758.16,PPP3CB,73436433,73496024,chr10
ENSG00000166348.20,USP54,73497538,73626117,chr10
ENSG00000177791.12,MYOZ1,73631612,73641474,chr10
ENSG00000166317.12,SYNPO2L,73644881,73663803,chr10
ENSG00000172650.15,AGAP5,73674287,73698109,chr10
ENSG00000176986.16,SEC24C,73744372,73772161,chr10
ENSG00000196968.11,FUT11,73772276,73780251,chr10
ENSG00000172586.8,CHCHD1,73782047,73783652,chr10
ENSG00000214655.11,ZSWIM8,73785606,73801797,chr10
ENSG00000272916.5,ENSG00000272916,73796514,73811651,chr10
ENSG00000166507.19,NDST2,73801911,73811798,chr10
ENSG00000148660.22,CAMK2G,73812501,73874591,chr10
ENSG00000122861.16,PLAU,73909177,73917496,chr10
ENSG00000035403.18,VCL,73995193,74121363,chr10
ENSG00000185009.13,AP3M1,74120255,74150842,chr10
ENSG00000156110.15,ADK,74151202,74709963,chr10
ENSG00000156650.14,KAT6B,74824927,75032624,chr10
ENSG00000188716.6,DUSP29,75037472,75073642,chr10
ENSG00000079393.21,DUSP13,75094432,75109221,chr10
ENSG00000156671.15,SAMD8,75099586,75182123,chr10
ENSG00000165637.14,VDAC2,75210154,75231448,chr10
ENSG00000165644.11,COMTD1,75233641,75236030,chr10
ENSG00000165655.17,ZNF503,75397830,75401764,chr10
ENSG00000148655.16,LRMDA,75431624,76560168,chr10
ENSG00000156113.25,KCNMA1,76869601,77638369,chr10
ENSG00000151208.17,DLG5,77790791,77926755,chr10
ENSG00000148606.15,POLR3A,77953148,78029522,chr10
ENSG00000138326.21,RPS24,78033760,78056813,chr10
ENSG00000108175.19,ZMIZ1,79068966,79316519,chr10
ENSG00000108179.14,PPIF,79347469,79355334,chr10
ENSG00000165424.7,ZCCHC24,79382325,79445624,chr10
ENSG00000253626.4,EIF5AL1,79512533,79516440,chr10
ENSG00000185303.17,SFTPA2,79555852,79560407,chr10
ENSG00000122852.15,SFTPA1,79610939,79615455,chr10
ENSG00000188199.11,NUTM2B,79703227,79714681,chr10
ENSG00000228570.8,NUTM2E,79826739,79850878,chr10
ENSG00000133661.17,SFTPD,79937467,79982614,chr10
ENSG00000133678.14,TMEM254,80078646,80092557,chr10
ENSG00000189129.14,PLAC9,80131682,80145359,chr10
ENSG00000122359.18,ANXA11,80150889,80205572,chr10
ENSG00000151224.13,MAT1A,80271820,80289658,chr10
ENSG00000170788.14,DYDC1,80336105,80356755,chr10
ENSG00000133665.13,DYDC2,80344745,80368073,chr10
ENSG00000122378.14,PRXL2A,80407829,80437115,chr10
ENSG00000108219.16,TSPAN14,80454265,80533124,chr10
ENSG00000178217.15,SH2D4B,80537902,80646560,chr10
ENSG00000185737.13,NRG3,81875194,82987179,chr10
ENSG00000165678.22,GHITM,84139482,84154841,chr10
ENSG00000188373.5,GPR15LG,84173801,84185294,chr10
ENSG00000148600.15,CDHR1,84194537,84219621,chr10
ENSG00000204033.10,LRIT2,84220571,84225544,chr10
ENSG00000148604.15,RGR,84230666,84259960,chr10
ENSG00000148602.6,LRIT1,84231520,84241546,chr10
ENSG00000107771.17,CCSER2,84328586,84518521,chr10
ENSG00000182771.19,GRID1,85599552,86366795,chr10
ENSG00000062650.20,WAPL,86435256,86521792,chr10
ENSG00000122375.13,OPN4,86654518,86666460,chr10
ENSG00000289258.1,ENSG00000289258,86654518,86700020,chr10
ENSG00000122367.21,LDB3,86666785,86736072,chr10
ENSG00000107779.15,BMPR1A,86756596,86932825,chr10
ENSG00000173269.14,MMRN2,86935540,86969481,chr10
ENSG00000173267.14,SNCG,86958599,86963258,chr10
ENSG00000148671.14,ADIRF,86968432,86983934,chr10
ENSG00000188100.9,FAM25A,87020294,87024730,chr10
ENSG00000148672.10,GLUD1,87050202,87094843,chr10
ENSG00000122376.12,SHLD2,87094161,87191465,chr10
ENSG00000184923.12,NUTM2A,87225448,87236908,chr10
ENSG00000214562.15,NUTM2D,87357720,87370695,chr10
ENSG00000107789.16,MINPP1,87504875,87553461,chr10
ENSG00000198682.13,PAPSS2,87659613,87747705,chr10
ENSG00000138138.14,ATAD1,87751512,87841361,chr10
ENSG00000227268.5,KLLN,87859158,87863533,chr10
ENSG00000171862.15,PTEN,87862638,87971930,chr10
ENSG00000289051.1,ENSG00000289051,87863559,87863654,chr10
ENSG00000184719.13,RNLS,88273864,88584530,chr10
ENSG00000204022.9,LIPJ,88586753,88606976,chr10
ENSG00000182333.15,LIPF,88664441,88678814,chr10
ENSG00000204021.5,LIPK,88706249,88752776,chr10
ENSG00000204020.6,LIPN,88759982,88779626,chr10
ENSG00000173239.14,LIPM,88802730,88820546,chr10
ENSG00000152766.6,ANKRD22,88819896,88851844,chr10
ENSG00000138134.12,STAMBPL1,88879734,88975153,chr10
ENSG00000107796.13,ACTA2,88935074,88991339,chr10
ENSG00000026103.25,FAS,88953813,89029605,chr10
ENSG00000138135.7,CH25H,89205629,89207317,chr10
ENSG00000107798.18,LIPA,89213569,89414557,chr10
ENSG00000119922.11,IFIT2,89283694,89309271,chr10
ENSG00000119917.15,IFIT3,89327307,89377473,chr10
ENSG00000204010.3,IFIT1B,89378056,89385205,chr10
ENSG00000185745.10,IFIT1,89392546,89406487,chr10
ENSG00000152778.10,IFIT5,89414568,89421605,chr10
ENSG00000152779.14,SLC16A12,89430299,89556641,chr10
ENSG00000152782.19,PANK1,89579497,89645242,chr10
ENSG00000138182.15,KIF20B,89701590,89774939,chr10
ENSG00000148680.16,HTR7,90740823,90858039,chr10
ENSG00000148688.14,RPP30,90871952,90908553,chr10
ENSG00000148677.7,ANKRD1,90912096,90921087,chr10
ENSG00000180628.15,PCGF5,91163012,91284337,chr10
ENSG00000165338.17,HECTD2,91409280,91514829,chr10
ENSG00000119938.9,PPP1R3C,91628442,91633071,chr10
ENSG00000107854.7,TNKS2,91798426,91865475,chr10
ENSG00000174721.10,FGFBP3,91906584,91909486,chr10
ENSG00000095564.15,BTAF1,91923770,92031437,chr10
ENSG00000107864.15,CPEB3,92046692,92291078,chr10
ENSG00000198060.10,MARCHF5,92291167,92353964,chr10
ENSG00000119912.18,IDE,92451684,92574096,chr10
ENSG00000138160.7,KIF11,92574105,92655395,chr10
ENSG00000152804.11,HHEX,92689955,92695647,chr10
ENSG00000138190.17,EXOC6,92826831,93059493,chr10
ENSG00000187553.10,CYP26C1,93060798,93069540,chr10
ENSG00000095596.12,CYP26A1,93073475,93077885,chr10
ENSG00000138119.17,MYOF,93306429,93482334,chr10
ENSG00000138180.16,CEP55,93496612,93529092,chr10
ENSG00000186188.11,FFAR4,93566665,93604480,chr10
ENSG00000138207.15,RBP4,93591687,93601744,chr10
ENSG00000095464.10,PDE6C,93612537,93666010,chr10
ENSG00000148690.12,FRA10AC1,93667883,93702592,chr10
ENSG00000108231.14,LGI1,93757840,93806272,chr10
ENSG00000176273.15,SLC35G1,93893973,93956062,chr10
ENSG00000138193.17,PLCE1,93993931,94332823,chr10
ENSG00000173145.11,NOC3L,94333226,94362959,chr10
ENSG00000108239.9,TBC1D12,94402541,94536332,chr10
ENSG00000119969.16,HELLS,94545329,94613905,chr10
ENSG00000108242.13,CYP2C18,94683729,94736190,chr10
ENSG00000276490.1,ENSG00000276490,94688154,94853073,chr10
ENSG00000165841.11,CYP2C19,94762681,94855547,chr10
ENSG00000138109.11,CYP2C9,94938658,94990091,chr10
ENSG00000138115.15,CYP2C8,95036772,95069497,chr10
ENSG00000173124.15,ACSM6,95194200,95228929,chr10
ENSG00000107438.9,PDLIM1,95237572,95291012,chr10
ENSG00000095637.23,SORBS1,95311771,95561414,chr10
ENSG00000059573.9,ALDH18A1,95605941,95656711,chr10
